,"07:00","08:55","LI","43720"
,"16:00","16:55","V","112062"
,"17:00","18:55","J","117541"
,"09:00","10:55","V","79480"
,"17:00","18:55","M","76923"
,"13:00","14:55","LI","49969"
,"13:00","13:55","V","49969"
,"14:00","16:55","J","49912"
,"15:00","16:55","M","49912"
,"19:00","20:55","MJ","49959"
,"20:00","20:55","V","49959"
,"17:00","18:55","L","92363"
,"09:00","10:55","M","89264"
,"10:00","10:55","J","89264"
,"17:00","18:55","V","58246"
,"13:00","14:55","M","58648"
,"09:00","10:55","I","127434"
,"09:00","09:55","J","124868"
,"07:00","08:55","L","49952"
,"12:00","14:55","S","49952"
,"09:00","09:55","V","124996"
,"09:00","10:55","L","49944"
,"19:00","20:55","LI","49958"
,"19:00","19:55","V","49958"
,"11:00","12:55","M","58833"
,"11:00","11:55","J","58833"
,"11:00","12:55","LI","44719"
,"11:00","12:55","V","44719"
,"07:00","08:55","I","42597"
,"10:00","10:55","V","42616"
,"14:00","14:55","V","42611"
,"17:00","17:55","I","90098"
,"15:00","16:55","LI","49961"
,"15:00","15:55","V","49961"
,"07:00","08:55","MJ","49953"
,"07:00","07:55","V","49953"
,"13:00","14:55","MJ","117634"
,"11:00","12:55","L","103798"
,"17:00","18:55","JV","103799"
,"11:00","12:55","J","89529"
,"09:00","09:55","M","90301"
,"15:00","16:55","M","58546"
,"07:00","08:55","M","76921"
,"08:00","10:55","S","124866"
,"11:00","12:55","M","124866"
,"17:00","18:55","LI","45906"
,"13:00","14:55","V","89596"
,"15:00","16:55","LI","76931"
,"15:00","15:55","V","76931"
,"11:00","12:55","I","104110"
,"13:00","14:55","L","117658"
,"08:00","08:55","J","124861"
,"09:00","10:55","L","58187"
,"13:00","14:55","I","44716"
,"12:00","12:55","V","102163"
,"16:00","16:55","V","104437"
,"19:00","20:55","LI","104437"
,"09:00","10:55","J","86757"
,"09:00","10:55","V","76937"
,"09:00","10:55","I","117629"
,"15:00","15:55","J","42826"
,"19:00","20:55","M","117644"
,"19:00","20:55","J","117644"
,"10:00","11:55","V","117633"
,"11:00","12:55","I","117633"
,"09:00","10:55","MIJ","44772"
,"15:00","16:55","LI","124828"
,"17:00","18:55","MJ","42282"
,"17:00","18:55","I","36031"
,"18:00","18:55","V","84579"
,"09:00","10:55","L","42305"
,"07:00","08:55","LI","49968"
,"07:00","07:55","V","49968"
,"13:00","14:55","L","124847"
,"11:00","12:55","J","76916"
,"12:00","12:55","V","76916"
,"13:00","14:55","I","124849"
,"09:00","09:55","V","117639"
,"13:00","13:55","V","117640"
,"13:00","14:55","MJ","49947"
,"14:00","14:55","V","49947"
,"15:00","16:55","MJ","45879"
,"15:00","15:55","V","45879"
,"07:00","08:55","M","124861"
,"07:00","08:55","J","42600"
,"11:00","12:55","L","112063"
,"17:00","18:55","L","49972"
,"19:00","20:55","M","94260"
,"11:00","11:55","M","103788"
,"13:00","14:55","L","124865"
,"11:00","12:55","LI","49911"
,"11:00","11:55","V","49911"
,"17:00","18:55","LI","49957"
,"13:00","14:55","M","58822"
,"15:00","16:55","L","89219"
,"15:00","16:55","I","89219"
,"09:00","10:55","M","124996"
,"09:00","10:55","J","124996"
,"11:00","12:55","MJ","124848"
,"09:00","09:55","V","44744"
,"17:00","17:55","V","42584"
,"07:00","08:55","LI","127480"
,"17:00","18:55","M","42612"
